StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
1970/01/13 19:21:22.432939,13.507435,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/13 19:21:22.432965,0.000068,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,2,172,86,
1970/01/13 19:21:22.438538,14.673243,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/14 01:21:35.447678,13.508636,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/14 01:21:35.452950,14.663687,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/14 01:21:40.461087,0.000663,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/14 07:21:48.463488,71.039177,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,21,3839,3839,
1970/01/14 07:21:48.468684,72.145454,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,21,882,0,
1970/01/14 07:21:53.478671,51.631851,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,7,594,336,
1970/01/14 13:23:00.011668,71.039696,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,21,3839,3839,
1970/01/14 13:23:00.016866,72.085480,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,21,882,0,
1970/01/14 13:23:05.023108,70.032463,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,8,688,430,
1970/01/14 19:24:10.558787,13.507564,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/14 19:24:10.564030,14.543370,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/14 19:24:15.573793,0.000671,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/15 00:56:19.601421,1698.500977,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,9,378,0,
1970/01/15 01:24:23.573896,13.506589,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/15 01:24:28.591411,0.000471,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/15 07:24:36.587919,13.507753,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/15 07:24:36.593303,15.004163,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/15 07:24:41.600048,0.000678,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/15 13:24:49.603241,13.508753,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/15 13:24:49.608667,14.984009,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/15 13:24:54.619014,0.000506,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/15 19:25:02.617957,13.508066,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/15 19:25:02.617985,0.000119,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,2,172,86,
1970/01/15 19:25:02.623443,14.963362,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/16 01:25:15.632676,13.507230,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/16 01:25:15.638218,14.953523,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/16 01:25:20.636111,0.000621,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/16 07:25:29.648174,13.508443,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/16 07:25:29.653625,14.933908,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/16 07:25:34.661514,0.000694,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/16 13:25:43.664877,13.507146,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/16 13:25:43.670269,14.913675,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/16 13:25:48.669340,0.000607,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/16 19:25:57.680872,13.507136,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/16 19:25:57.680899,0.000123,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,2,172,86,
1970/01/16 19:25:57.686263,14.893308,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/17 01:26:11.696957,13.508329,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/17 01:26:11.702328,14.873293,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/17 01:26:16.707367,0.000585,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/17 07:26:25.713242,13.507855,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/17 07:26:25.718656,14.853508,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/17 07:26:30.718084,0.000573,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/17 13:26:39.729320,13.506851,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/17 13:26:39.734072,14.834069,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/17 13:26:44.744119,0.000495,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/17 19:26:53.745035,13.513438,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/17 19:26:53.750155,14.814224,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/17 19:26:58.754612,0.000594,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/18 01:27:07.761545,13.507067,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/18 01:27:07.766765,14.793518,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/18 01:27:12.765891,0.000505,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/18 07:27:21.777480,13.507119,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/18 07:27:21.782791,14.773321,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/18 07:27:26.782231,0.000562,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/18 13:27:35.793978,13.507274,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/18 13:27:35.799023,14.753631,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/18 13:27:40.810476,0.000625,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/18 19:27:49.811144,13.506023,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/18 19:27:49.816529,14.732319,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/18 19:27:54.815771,0.000574,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/19 01:28:03.826241,13.507101,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/19 01:28:03.831768,14.713445,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/19 01:28:08.833827,0.000577,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/19 07:28:17.842253,13.508204,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/19 07:28:17.847453,14.693410,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/19 07:28:22.849852,0.000501,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/19 13:28:31.858559,13.506757,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,6,1144,1144,
1970/01/19 13:28:31.863860,14.673235,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,6,252,0,
1970/01/19 13:28:36.863320,0.000563,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,3,258,172,
1970/01/19 16:18:56.143517,0.000000,arp,192.168.1.120,,  who,192.168.1.117,,RSP,,,1,42,0,
1970/01/19 16:18:56.143657,1.001423,tcp,192.168.1.120,49318,   ->,192.168.1.117,445,S_RA,0,0,6,356,194,
1970/01/19 16:19:01.041627,0.000239,arp,192.168.1.117,,  who,192.168.1.120,,CON,,,2,84,42,
1970/01/19 19:28:45.874577,36.520756,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,12,2222,2222,
1970/01/19 19:28:45.880846,37.655750,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,12,504,0,
1970/01/19 19:28:50.881286,24.016249,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,5,430,258,
1970/01/19 20:00:38.413201,0.000000,arp,192.168.1.120,,  who,192.168.1.117,,RSP,,,1,42,0,
1970/01/19 20:00:38.413401,1.001091,tcp,192.168.1.120,49316,   ->,192.168.1.117,445,S_RA,0,0,6,356,194,
1970/01/19 20:00:38.413754,0.000000,arp,192.168.1.117,,  who,192.168.1.120,,RSP,,,1,42,0,
1970/01/20 01:29:22.903184,82.546585,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,24,4378,4378,
1970/01/20 01:29:22.908464,83.623291,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,24,1008,0,
1970/01/20 01:29:27.908860,70.048615,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,8,688,430,
1970/01/20 07:30:45.959526,71.039368,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,21,3839,3839,
1970/01/20 07:30:45.964697,72.065475,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,21,882,0,
1970/01/20 07:30:50.974688,51.552299,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,7,594,336,
1970/01/20 13:31:56.506066,71.040474,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,21,3839,3839,
1970/01/20 13:31:56.511379,72.517548,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,20,840,0,
1970/01/20 13:32:01.515324,70.032974,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,8,688,430,
1970/01/20 19:33:08.055721,59.533863,udp,fe80::da58:d7ff:fe00:f72,547,   ->,fe80::69b0:5ca7:a676:2c5a,546,REQ,0,,18,3300,3300,
1970/01/20 19:33:08.055735,63.537010,ipv6-icmp,fe80::da58:d7ff:fe00:f72,135,  <->,fe80::69b0:5ca7:a676:2c5a,0,NNS,0,0,7,602,344,
1970/01/20 19:33:08.061717,60.959301,arp,192.168.1.117,,  who,192.168.1.2,,RSP,,,18,756,0,
1970/01/21 00:07:01.292394,0.000000,arp,192.168.1.114,,  who,192.168.1.117,,RSP,,,1,42,0,
1970/01/21 00:07:01.292555,1.001217,tcp,192.168.1.114,49310,   ->,192.168.1.117,445,S_RA,0,0,6,356,194,
1970/01/21 00:07:06.016130,0.000218,arp,192.168.1.117,,  who,192.168.1.114,,CON,,,2,84,42,
