StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,srcUdata,dstUdata,Label
1970/01/01 01:33:41.734323,2.787257,tcp,10.0.2.103,49168,   ->,182.50.134.1,80,FSPA_FSPA,0,0,12,1317,802,s[624]=UE9TVCAvd3AtaW5jbHVkZXMvZm9udHMvYXAyLnBocD96PTdieG5reTUybmxoNm0gSFRUUC8xLjENCkFjY2VwdDogKi8qDQpDb250ZW50LVR5cGU6IGFwcGxpY2F0aW9uL3gtd3d3LWZvcm0tdXJsZW5jb2RlZA0KQ29ubmVjdGlvbjogQ2xvc2UNCkNvbnRlbnQtTGVuZ3RoOiA5MA0KVXNlci1BZ2VudDogTW96aWxsYS80LjAgKGNvbXBhdGlibGU7IE1TSUUgNy4wOyBXaW5kb3dzIE5UIDYuMTsgVHJpZGVudC80LjA7IFNMQ0MyOyAuTkVUIENMUiAyLjAuNTA3Mjc7IC5ORVQgQ0xSIDMuNS4zMDcyOTsgLk5FVCBDTFIgMy4wLjMwNzI5OyBNZWRpYSBDZW50ZXIgUEMgNi4wKQ0KSG9zdDogZHVsaWNobXVhZG9uZy5jb20NCkNhY2hlLUNvbnRyb2w6IG5vLWNhY2hlDQoNCnk9NmVhYzYzYTM5NmQ2ZmUwNDYyMDU0YTAzNDg4MTVkYTRiZWIxYjY1MGQ0MjI4MDEzYmU3YmIwMWQ5MjE4NmM0ODY0NjlmMGM4YmIxMjM2OGI0ZGI4MWM3ZQ==,d[252]=SFRUUC8xLjEgMjAwIE9LDQpEYXRlOiBUaHUsIDEwIFNlcCAyMDE1IDEzOjUwOjQ3IEdNVA0KU2VydmVyOiBBcGFjaGUNClZhcnk6IEFjY2VwdC1FbmNvZGluZw0KQ29ubmVjdGlvbjogY2xvc2UNClRyYW5zZmVyLUVuY29kaW5nOiBjaHVua2VkDQpDb250ZW50LVR5cGU6IHRleHQvaHRtbA0KDQphDQo2ZWFkMmRmMDk5DQowDQoNCg==,
1970/01/01 01:37:24.659954,2.897932,tcp,10.0.2.103,49169,   ->,182.50.134.1,80,FSPA_FSPA,0,0,12,1315,800,s[620]=UE9TVCAvd3AtaW5jbHVkZXMvZm9udHMvYXAyLnBocD9uPTFvaHhiNmEyZ2thIEhUVFAvMS4xDQpBY2NlcHQ6ICovKg0KQ29udGVudC1UeXBlOiBhcHBsaWNhdGlvbi94LXd3dy1mb3JtLXVybGVuY29kZWQNCkNvbm5lY3Rpb246IENsb3NlDQpDb250ZW50LUxlbmd0aDogOTANClVzZXItQWdlbnQ6IE1vemlsbGEvNC4wIChjb21wYXRpYmxlOyBNU0lFIDcuMDsgV2luZG93cyBOVCA2LjE7IFRyaWRlbnQvNC4wOyBTTENDMjsgLk5FVCBDTFIgMi4wLjUwNzI3OyAuTkVUIENMUiAzLjUuMzA3Mjk7IC5ORVQgQ0xSIDMuMC4zMDcyOTsgTWVkaWEgQ2VudGVyIFBDIDYuMCkNCkhvc3Q6IGR1bGljaG11YWRvbmcuY29tDQpDYWNoZS1Db250cm9sOiBuby1jYWNoZQ0KDQp4PTI1M2NkOTQxMDI0ZjVjYmIyOWIzYTdhMzFiZmZhZmNiZTA1MzlkZmE4M2UyMTQ5Y2I1YjMxM2E1MjQ2ODAyNTdlZWUwODI0MTFiM2VkMzhlYjhlN2FmYzU=,d[252]=SFRUUC8xLjEgMjAwIE9LDQpEYXRlOiBUaHUsIDEwIFNlcCAyMDE1IDEzOjU0OjMwIEdNVA0KU2VydmVyOiBBcGFjaGUNClZhcnk6IEFjY2VwdC1FbmNvZGluZw0KQ29ubmVjdGlvbjogY2xvc2UNClRyYW5zZmVyLUVuY29kaW5nOiBjaHVua2VkDQpDb250ZW50LVR5cGU6IHRleHQvaHRtbA0KDQphDQoyNTNjOTQxNzBkDQowDQoNCg==,
1970/01/01 01:42:42.577092,3.765995,tcp,10.0.2.103,49170,   ->,182.50.134.1,80,FSPA_FSPA,0,0,12,1317,802,s[624]=UE9TVCAvd3AtaW5jbHVkZXMvZm9udHMvYXAyLnBocD9yPWR4OGpuMmNlZG1od2cgSFRUUC8xLjENCkFjY2VwdDogKi8qDQpDb250ZW50LVR5cGU6IGFwcGxpY2F0aW9uL3gtd3d3LWZvcm0tdXJsZW5jb2RlZA0KQ29ubmVjdGlvbjogQ2xvc2UNCkNvbnRlbnQtTGVuZ3RoOiA5MA0KVXNlci1BZ2VudDogTW96aWxsYS80LjAgKGNvbXBhdGlibGU7IE1TSUUgNy4wOyBXaW5kb3dzIE5UIDYuMTsgVHJpZGVudC80LjA7IFNMQ0MyOyAuTkVUIENMUiAyLjAuNTA3Mjc7IC5ORVQgQ0xSIDMuNS4zMDcyOTsgLk5FVCBDTFIgMy4wLjMwNzI5OyBNZWRpYSBDZW50ZXIgUEMgNi4wKQ0KSG9zdDogZHVsaWNobXVhZG9uZy5jb20NCkNhY2hlLUNvbnRyb2w6IG5vLWNhY2hlDQoNCng9ZTE3M2JlY2YyYjIxMWMxNzRjOGVlNzk2OGZmNDMyMzg1OWQ0NGU3YWQ2M2E1OTIyNTg5YmQyMDFkZWM2ZjU2MDM1NzAwZTY1NzYwMmZjODIzZmRmNzI3Yw==,d[252]=SFRUUC8xLjEgMjAwIE9LDQpEYXRlOiBUaHUsIDEwIFNlcCAyMDE1IDEzOjU5OjQ4IEdNVA0KU2VydmVyOiBBcGFjaGUNClZhcnk6IEFjY2VwdC1FbmNvZGluZw0KQ29ubmVjdGlvbjogY2xvc2UNClRyYW5zZmVyLUVuY29kaW5nOiBjaHVua2VkDQpDb250ZW50LVR5cGU6IHRleHQvaHRtbA0KDQphDQplMTczZjU5NDI0DQowDQoNCg==,
1970/01/01 01:43:46.767951,5.513493,tcp,10.0.2.103,49171,   ->,182.50.134.1,80,FSPA_FSPA,0,0,12,1345,826,s[640]=UE9TVCAvd3AtaW5jbHVkZXMvZm9udHMvYXAyLnBocD9yPTVyOW53YjY3MzZ6c3ZmIEhUVFAvMS4xDQpBY2NlcHQ6ICovKg0KQ29udGVudC1UeXBlOiBhcHBsaWNhdGlvbi94LXd3dy1mb3JtLXVybGVuY29kZWQNCkNvbm5lY3Rpb246IENsb3NlDQpDb250ZW50LUxlbmd0aDogMTEyDQpVc2VyLUFnZW50OiBNb3ppbGxhLzQuMCAoY29tcGF0aWJsZTsgTVNJRSA3LjA7IFdpbmRvd3MgTlQgNi4xOyBUcmlkZW50LzQuMDsgU0xDQzI7IC5ORVQgQ0xSIDIuMC41MDcyNzsgLk5FVCBDTFIgMy41LjMwNzI5OyAuTkVUIENMUiAzLjAuMzA3Mjk7IE1lZGlhIENlbnRlciBQQyA2LjApDQpIb3N0OiBkdWxpY2htdWFkb25nLmNvbQ0KQ2FjaGUtQ29udHJvbDogbm8tY2FjaGUNCg0Kej1kMTg1MjE2ZDQ5OWMxMjA5YWI1OTc5NzIzZTRlNDI1MjAzOGZkNGZmYjczZGNhMzc5YjRiYWMwYjc0MGRhMTA4NjIxMmE3OGU3NzJkY2UxNDA1ZjkyODlmNTk5N2ZlNzRlNTk3,d[256]=SFRUUC8xLjEgMjAwIE9LDQpEYXRlOiBUaHUsIDEwIFNlcCAyMDE1IDE0OjAwOjUyIEdNVA0KU2VydmVyOiBBcGFjaGUNClZhcnk6IEFjY2VwdC1FbmNvZGluZw0KQ29ubmVjdGlvbjogY2xvc2UNClRyYW5zZmVyLUVuY29kaW5nOiBjaHVua2VkDQpDb250ZW50LVR5cGU6IHRleHQvaHRtbA0KDQplDQpkMTgzNmEzODQ3ZDQxZg0KMA0KDQo=,
1970/01/01 02:04:14.384166,3479.208496,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=Ae9fnAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAe9fnAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAe9fnAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAe9fnAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAe9fnAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAe9fnAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 03:08:20.203821,3479.218262,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AYFj7QAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYFj7QAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYFj7QAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYFj7QAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYFj7QAIAAIGpAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYFj7QAIAAIOEAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 04:12:23.429129,3479.229004,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AYLbnAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYLbnAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYLbnAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYLbnAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYLbnAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAYLbnAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 05:16:26.662907,3479.210205,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AZQdKAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZQdKAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZQdKAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZQdKAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZQdKAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZQdKAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 06:20:29.880623,3479.208008,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=Af+dgQAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAf+dgQAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAf+dgQAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAf+dgQAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAf+dgQAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAf+dgQAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 07:24:33.096460,3479.207764,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=ARGXJAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnARGXJAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnARGXJAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnARGXJAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnARGXJAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnARGXJAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 08:28:36.312242,3479.208008,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AazR5QAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAazR5QAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAazR5QAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAazR5QAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAazR5QAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAazR5QAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 09:32:39.528182,3479.208008,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AQj8dQAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQj8dQAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQj8dQAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQj8dQAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQj8dQAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQj8dQAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 10:36:42.743639,3479.207764,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AeOVGgAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAeOVGgAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAeOVGgAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAeOVGgAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAeOVGgAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAeOVGgAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 11:40:45.959450,3479.207764,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AcLARAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcLARAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcLARAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcLARAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcLARAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcLARAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 12:44:49.175016,3479.207764,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AZSswwAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZSswwAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZSswwAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZSswwAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZSswwAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAZSswwAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 13:48:52.391570,3479.207275,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AabLWgAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAabLWgAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAabLWgAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAabLWgAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAabLWgAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAabLWgAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 14:52:55.606618,3479.207520,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AQVgVAAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQVgVAAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQVgVAAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQVgVAAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQVgVAAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAQVgVAAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 15:56:58.819779,3479.209961,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=AUsz1wAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAUsz1wAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAUsz1wAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAUsz1wAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAUsz1wAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAUsz1wAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
1970/01/01 17:01:02.035763,3479.209961,udp,fe80::50be:8acf:be49:8c14,546,   ->,ff02::1:2,547,REQ,0,,63,9198,9198,s[640]=Acm4lQAIAAIAAAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcm4lQAIAAIAZAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcm4lQAIAAIBLAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcm4lQAIAAICvAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcm4lQAIAAIF3AABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAAATcACE1TRlQgNS4wAAYACAAYABcAEQAnAcm4lQAIAAIMHAABAA4AAQABF1HDIggAJzyNyQADAAwOCAAnAAAAAAAAAAAAJwAGAARXSU4zABAADgAA,,
